Performance,Video URL
1.4262,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664
1.9896,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942524046763053
1.4343,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-940634710428411
0.743,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-939795907980426
0.7173,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-938232524809973
0.6871,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937508703912579
0.2011,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937410954343974
0.9191,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935558767885747
1.6515,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935530867630269
2.0666,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935168780798574
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933913194646448
0.7001,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933773150951550
0.5158,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932703258597949
2.2497,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932296771464171
2.2362,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932085787962122
2.0555,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932038864470963
2.2847,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-930116227971248
1.8266,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929830031529018
0.9358,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929511878466995
1.3256,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929300948587514
0.3247,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925596815118953
0.4572,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638
1.9042,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924865635226814
1.8667,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924585008982148
1.7492,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621652523105267
0.2689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621266003076530
1.2383,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620702145697389
1.2875,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620154813059921
0.9139,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-618555366744628
1.8351,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6174004652651971
0.7379,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-617288786873081
0.3688,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6172742522782221
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613417017284998
0.6284,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613197413789434
1.541,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613152173490344
1.1942,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612555930635832
0.5582,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612426467555072
0.2946,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-611188517518682
2.1881,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6107397609317402
1.7413,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6096104653784047
1.1599,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-606237444463640
1.4393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-605272664726548
0.2606,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6046690562050296
1.2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604285914607200
1.5304,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137
0.4917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-603099807587246
0.2123,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911926190614858
1.887,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911482386703699
1.9529,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911172609864769
0.8536,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-910958533691058
0.8701,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909937876815529
1.517,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909110383822260
0.3052,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909067460285978
0.5691,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-907416560296782
0.9162,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906909830682725
0.5857,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906506897404894
0.9664,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905844110841635
0.239,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399
2.1973,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905545323817883
2.2575,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904815481005158
2.2526,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904480964010630
0.2472,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904174908300812
0.7601,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903960640750545
0.826,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903913985069116
0.3204,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903060767715541
1.2998,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902843234362370
1.3935,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089
1.199807137,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902309670925392
1.264603807,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-9020567984620018
0.786822714,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901695498551491
1.059539496,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901272811190482
0.004599115,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899987727789409
0.372400641,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8995485367146316
1.325624732,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899155277883965
1.506244449,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898967424867870
0.155696881,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898402801287469
1.152476678,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898103501380741
0.436525303,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897680994566577
0.930449605,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897088088160051
1.197612562,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896843165102015
1.068439881,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896598988012982
0.153321904,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896589688256009
0.728000091,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-895042408159688
0.861148767,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559812351386
0.855486116,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559522288371
0.470690417,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894457734962164
1.261632455,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894066258497958
1.590475769,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893539262677484
0.718520704,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893173505441981
0.775625607,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-892383375224287
0.987413396,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891684945300160
0.34032601,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891661008828094
0.9930928,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891391212618023
0.275515557,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890166872024685
0.01106017,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890005255637433
1.207325824,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889728479746704
1.381844503,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889604775414234
0.172124267,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889375178765113
1.688504233,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888593019388197
1.769054347,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855
1.684058423,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888062106715252
1.543450571,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888056015719840
0.31806673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-887363366529815
0.770240049,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886609482926268
0.047020911,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886049645973007
1.264378738,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885689066019680
0.010874378,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885670366433640
0.617575741,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885209946993560
1.785300965,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679
1.222228997,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883246492824014
0.871649386,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882993126248062
1.222952824,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8828692983838031
0.937677225,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882867522830120
0.564764534,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882019143545185
0.673767114,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881925359723909
1.269486314,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8816515918390519
1.16132858,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881342303358042
0.55590359,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881270063889884
0.870481824,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8806609246079208
1.165522337,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880568190186256
0.899036932,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880340126836307
0.808333762,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8796411607036992
0.04847891,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879631723735807
1.798889647,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879049300656635
0.19753302,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877975993416760
0.412417791,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877662697022279
0.400419824,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877511836784655
0.306978199,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877210454387561
1.703748897,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877129693575192
0.987228585,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490
1.269904347,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876121221160846
0.237796404,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-875485623676104
0.220624635,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925
0.342243728,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874747697073121
0.905280848,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874543520932484
1.292981057,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874190910572544
0.96524792,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874084244131796
1.257177053,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873560550525047
0.447995852,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873317140849832
0.515802008,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873043573965895
1.739489391,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872760463806517
1.262618783,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872400620956045
0.076678822,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872222594086011
0.915526069,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872188860590219
0.196928682,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871981848375866
1.235602563,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8715627171842855
1.529918806,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871286287458461
0.304073361,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871185627435460
1.46974948,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871075730546911
1.311911034,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871037203883530
1.13869527,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-819765763526762
1.761720717,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818776323774715
0.60541373,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818462803696191
1.260878822,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817768845898837
0.813684174,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157
1.04567597,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817477363934899
0.35530923,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817475239730695
0.068645912,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817135236672734
1.153168399,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-816335920524988
0.208668783,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-815391233916449
0.856196906,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-814072014151046
0.43226041,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-813828049840959
1.364038912,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-811606650922029
1.704272354,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8111507755613955
1.050166533,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8100667816697710
1.579724263,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-809480737932683
0.821380741,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808321904744283
0.721491551,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808097524590260
0.699943659,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-807800198130528
0.10002155,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-806751788307038
1.031396515,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8057957437624799
1.213223674,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803990118540094
0.773772003,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803897110603133
1.692363909,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-802443478544141
1.307927179,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8008073409211713
0.661517165,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-7995631707140182
0.39772929,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797179088937277
0.32533302,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797024995612413
0.824587866,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-796944101940903
0.857125175,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-793257836073148
0.303216766,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-791572172961239
1.434295327,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-790055392972248
0.862544402,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789793989900194
0.06167018,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789715035654710
0.733496263,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-786610583313461
0.679409565,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-696006115320413
1.638214347,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-695130362192250
0.067807038,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-694675672308301
1.715529911,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-693988272279384
0.43674317,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691857912087615
0.865682977,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691581235967071
1.276091543,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691252805779835
1.652012406,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690670309134450
1.001458316,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690541956158254
0.985384322,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689771035910864
1.166831943,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689599909618915
0.343367108,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689363059404444
0.444724655,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-688887926060399
0.773603339,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687665956347322
1.661021399,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687024156350870
1.610610371,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686488653080244
1.784959871,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686083626588321
0.036614064,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684364333171304
1.236520117,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684264882912286
0.257371814,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6837957766319053
0.809195963,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682791943270614
1.488776942,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682596103528135
0.893974636,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680549530054789
0.182990465,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680540137074841
0.711812951,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680162593779089
1.115674435,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-679261516829908
0.151534024,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-678133704039459
0.238489816,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-676770877464110
0.705578224,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361
1.131374123,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-673961584214053
1.788241724,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6720438181324436
1.50336755,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-671839840899900
0.303874341,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-429145826826558
1.453164709,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-427878012859864
0.253052674,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-426644026275739
0.253518662,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-425151876539382
1.67319392,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424802420355057
0.037618979,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424394867097391
0.109745215,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1698824364241828
0.38924331,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1693566687752051
0.711424877,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1689212771862832
0.248594755,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1685108828975354
0.597568197,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119706949586170
1.497173451,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119272995406354
0.920145434,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1118763132933218
